"","Theme","Category","Source","Valence_mean_men","Valence_SD_men","Valence_N_men","Arousal_mean_men","Arousal_SD_men","Arousal_N_men","Valence_mean_women","Valence_SD_women","Valence_N_women","Arousal_mean_women","Arousal_SD_women","Arousal_N_women"
"I381","Garbage dump 3","4","Pixabay","2.18181818181818","0.994700545629531","44","1.86206896551724","1.03361528460246","58","3.29787234042553","1.7183775666627","47","3.67307692307692","1.86527770992506","52"
"I382","Garbage dump 4","4","Pixabay","1.73684210526316","0.954805810276805","57","1.52941176470588","0.611651573249692","51","3.26530612244898","1.92327314540518","49","4.25454545454545","1.86803701504073","55"
"I383","Garbage dump 5","4","Pixabay","2.37777777777778","1.09313745473728","45","1.96428571428571","0.893700900022652","56","3.04081632653061","1.73155979386445","49","3.59615384615385","1.63610747267463","52"
"I384","Garbage dump 6","4","Pixabay","2.19298245614035","1.00780164734982","57","1.70588235294118","0.807319457143424","51","2.89795918367347","1.8171050460277","49","3.69090909090909","1.8646092557873","55"
"I385","Garbage dump 7","4","Pixabay","2.8","1.27207775634268","45","2.71428571428571","1.09069261921514","56","2.44897959183673","1.60806851649471","49","2.5","1.61488177191239","52"
"I386","Garbage dump 8","4","Pixabay","2.35555555555556","1.22762808173759","45","1.83928571428571","0.986763040806302","56","2.97959183673469","1.80842698588174","49","3.30769230769231","1.8633562544291","52"
"I387","Gargoyle 1","2","Wikipedia","4.11111111111111","1.41778031094419","45","3.73214285714286","1.32789746905086","56","3.97959183673469","1.70158989279594","49","3.51923076923077","1.69763832051176","52"
"I388","Gargoyle 2","2","Wikipedia","3.43859649122807","1.23949217509847","57","3.07843137254902","1.23033551935888","51","3.6530612244898","1.76246773502575","49","3.85454545454545","1.98529950924644","55"
"I389","Gazing 1","3","Pixabay","5.04444444444444","1.14724087102998","45","4.69642857142857","1.02548689734359","56","3.30612244897959","1.58382555900596","49","2.88461538461538","1.6995252642077","52"
"I390","Gazing 2","3","Pixabay","5.02222222222222","0.988315575495842","45","5.16071428571429","1.04057301896225","56","3.18367346938776","1.55018102958648","49","3.55769230769231","1.6379501960211","52"
"I391","Gazing 3","3","Flickr/Joshua Blount","5.19298245614035","1.15632725983156","57","5.68627450980392","1.14000343996729","51","3.06122448979592","1.71279697261169","49","3.53703703703704","1.67909412867236","54"
"I392","Gazing 4","3","Pixabay","4.43181818181818","0.818328622018821","44","4.53448275862069","1.14271939797333","58","2.91489361702128","1.24812532874817","47","3.09615384615385","1.44520322723973","52"
"I393","Gazing 5","3","Pixabay","5.3859649122807","1.08157269693113","57","5.50980392156863","0.966903284090148","51","3.14285714285714","1.5","49","3.45454545454545","1.66464523879527","55"
"I394","Gazing 6","3","Pixabay","5.57777777777778","1.07637626255221","45","6.05357142857143","0.998537892159292","56","3.61224489795918","1.65600330276709","49","3.36538461538462","1.65717508457469","52"
"I395","Gazing 7","3","Wikipedia","4.84090909090909","0.93865767141247","44","5.08620689655172","1.15901474732335","58","3.51063829787234","1.59989592630994","47","3.63461538461538","1.5085227958639","52"
"I396","Goat 1","1","Flickr/Neil Piddock","5.28070175438596","1.25006265507134","57","5.3921568627451","1.20130647834013","51","3.38775510204082","1.8121847602941","49","3.23636363636364","1.731661975864","55"
"I397","Goat 2","1","Pixabay","5.05263157894737","1.20150281837222","57","5.37254901960784","1.24837148819933","51","2.89795918367347","1.57115798536175","49","3.16363636363636","1.80291570809759","55"
"I398","Gorrila 1","1","Flickr/Antony Stanley","3.89473684210526","1.23468056201819","57","3.92156862745098","1.48112305032231","51","3.18367346938776","1.50932475779396","49","3.85454545454545","1.77866139656663","55"
"I399","Grass 1","4","Pixabay","5.05263157894737","1.09252415193276","57","4.86274509803922","1.09580304513425","51","2.24489795918367","1.4220087353942","49","2.21818181818182","1.51157152819458","55"
"I400","Grass 2","4","Pixabay","4.70454545454545","0.701478354339437","44","5.12068965517241","1.18584615147954","58","2.46808510638298","1.4722219798036","47","2.36538461538462","1.5721703015302","52"
"I401","Grass 3","4","Pixabay","4.86666666666667","1.03572548135463","45","5.125","1.04555335501438","56","1.93877551020408","1.29756443747035","49","2.26923076923077","1.3447849104988","52"
"I402","Grass 4","4","Pixabay","5.26666666666667","1.21355975243384","45","5.21428571428571","1.12353801107825","56","1.83673469387755","1.29658106147652","49","2.36538461538462","1.65717508457469","52"
"I403","Grass 5","4","Pixabay","4.72727272727273","0.727008408627882","44","5.10344827586207","1.07098340073322","58","2.40425531914894","1.40897086198287","47","2.42307692307692","1.61301269516118","52"
"I404","Grass 6","4","Pixabay","5.01724137931035","0.999848748392087","58","5.34883720930233","1.15230040995089","43","3.06122448979592","1.77257067636839","49","2.69811320754717","1.81431175402237","53"
"I405","Grass 7","4","Pixabay","4.68181818181818","0.638775255186421","44","5.05172413793103","1.05001944498458","58","2.31914893617021","1.38479920030374","47","2.32692307692308","1.58078106589133","52"
"I406","Graveyard 1","4","Wikipedia","3.15789473684211","1.29269200955949","57","3.25490196078431","1.21397095937097","51","3.18367346938776","1.62882203585591","49","3.70909090909091","1.70698702801302","55"
"I407","Graveyard 2","4","Wikipedia","3.39655172413793","1.16888993932711","58","3.11627906976744","1.09564728260733","43","3.53061224489796","1.76896910676254","49","3.60377358490566","1.85368264068199","53"
"I408","Graveyard 3","4","Wikipedia","3.42222222222222","1.13795847681253","45","3.75","1.25408423669516","56","3.48979591836735","1.58275141472574","49","3.73076923076923","1.61020501210109","52"
"I409","Graveyard 4","4","Wikipedia","3.26315789473684","1.39548142984872","57","3.15686274509804","1.15537957433231","51","3.48979591836735","1.56953348933677","49","3.74545454545455","1.74502660298284","55"
"I410","Guitar 1","3","Pixabay","5.45614035087719","0.927172649945531","57","5.6078431372549","1.02134091022634","51","2.93877551020408","1.42021364685778","49","3.54545454545455","1.65348321249619","55"
"I411","Gun 1","2","Pixabay","2.96551724137931","1.45053549992395","58","2.41860465116279","1.46762779340603","43","3.97959183673469","1.84266333421635","49","4.0188679245283","1.93639798473804","53"
"I412","Gun 2","3","Pixabay","2.86363636363636","1.11210901864188","44","2.6551724137931","1.11688357366396","58","4.25531914893617","1.66116885389387","47","4.15384615384615","1.52604339599354","52"
"I413","Gun 3","2","Pixabay","3.26666666666667","1.71092744652505","45","2.76785714285714","1.3749852419515","56","4.10204081632653","1.73499397164159","49","3.96153846153846","1.64449811715162","52"
"I414","Gun 4","2","Pixabay","3.08888888888889","1.56411784928906","45","2.71428571428571","1.34454163483033","56","4","1.83711730708738","49","3.78846153846154","1.6842585901493","52"
"I415","Gun 5","2","Pixabay","2.97777777777778","1.68534982730709","45","2.91071428571429","1.41776758852251","56","4.14285714285714","1.87082869338697","49","4.09615384615385","1.76301452380898","52"
"I416","Gun 6","2","Pixabay","2.96551724137931","1.47452659356694","58","2.67441860465116","1.56936338674178","43","4.12244897959184","1.87786062960425","49","3.79245283018868","2.01302002900003","53"
"I417","Gun 7","2","Pixabay","3.31034482758621","1.58066049432068","58","2.30232558139535","1.35461967463249","43","4.20408163265306","1.80253978038321","49","3.84905660377358","1.99418603421097","53"
"I418","Gun 8","2","Pixabay","3.37931034482759","1.43670659211299","58","2.67441860465116","1.39251280634546","43","4.14285714285714","1.67082813798029","49","3.73584905660377","1.73372590545319","53"
"I419","Gun 9","2","Pixabay","3.27272727272727","1.43646265080088","44","2.58620689655172","1.37693382682697","58","4.17021276595745","1.65921863402195","47","4.5","1.80956066599646","52"
"I420","Gun 10","2","Pixabay","2.93103448275862","1.5768285844552","58","2.25581395348837","1.32903515406969","43","4.30612244897959","1.85072149931512","49","4.0377358490566","1.94107686360456","53"
"I421","Hallway 1","4","Wikipedia","2.84210526315789","1.17700397019919","57","2.35294117647059","1.0163371372092","51","3.24489795918367","1.92061852282125","49","3.49090909090909","1.9802050704945","55"
"I422","Hang gliding 1","3","Wikipedia","5.17543859649123","1.32453235706504","57","4.92156862745098","1.03620726218073","51","4.08163265306122","1.76584180461092","49","4.58181818181818","1.79186339065633","55"
"I423","Hang gliding 2","3","Wikipedia","5.24444444444444","1.19002588886193","45","5.10714285714286","1.03885551412156","56","4.28571428571429","1.60727512683216","49","4.11538461538461","1.55492697204278","52"
"I424","Hang gliding 3","3","Wikipedia","4.93333333333333","1.26849947145866","45","4.92857142857143","0.891518476984743","56","4.22448979591837","1.57142857142857","49","3.98076923076923","1.51451001091189","52"
"I425","Hangover 1","3","Pixabay","2.55172413793103","0.976431271430914","58","2.23255813953488","0.840555635458604","43","3.28571428571429","1.84842275106824","49","3.39622641509434","1.69092171771572","53"
"I426","Happy face 1","3","Pixabay","5.26315789473684","1.00935474065425","57","5.70588235294118","0.92291099564495","51","3.02040816326531","1.60064825303124","49","3.03636363636364","1.539163269125","55"
"I427","Happy face 2","3","Pixabay","5.07017543859649","1.06669799452742","57","5.33333333333333","1.03279555898864","51","3.04081632653061","1.71948615960153","49","3.29090909090909","1.69610367512357","55"
"I428","Happy pose 1","3","Wikipedia","5.05263157894737","1.17140106331172","57","4.70588235294118","1.37541437606357","51","3.38775510204082","1.72984014833033","49","4.30909090909091","1.48913008750358","55"
"I429","Happy pose 2","3","Wikipedia","5.5","1.02299150920571","44","5.68965517241379","0.882717028663249","58","4.21276595744681","1.44366939206957","47","3.69230769230769","1.67494174951053","52"
"I430","Happy pose 3","4","Wikipedia","5.62068965517241","0.988132852189076","58","5.90697674418605","0.971350397479913","43","3.6734693877551","1.5862397241858","49","4.16981132075472","1.74020167991887","53"
"I431","Heart 1","2","Pixabay","4.57777777777778","0.783027019413323","45","4.75","1.17936808966034","56","2.81632653061224","1.50932475779396","49","2.73076923076923","1.53540420194437","52"
"I432","Heart 2","2","Pixabay","4.85964912280702","1.2455434340541","57","5","1.05830052442584","51","3.08163265306122","1.66879116296145","49","3.10909090909091","1.53565919339193","55"
"I433","Heart 3","2","Pixabay","4.51111111111111","1.01404281383126","45","4.94642857142857","0.980160336737967","56","2.46938775510204","1.41571596751618","49","2.59615384615385","1.51151936785364","52"
"I434","Horse 1","1","Pixabay","5.73684210526316","1.11044257247591","57","6.15686274509804","0.945992579666624","51","3.46938775510204","1.59559342169205","49","3.94545454545455","1.79936389807911","55"
"I435","Horse racing 1","1","Pixabay","4.31111111111111","1.53478192442951","45","4.16071428571429","1.55828327118235","56","4.3469387755102","1.56193016820219","49","4.26923076923077","1.5856635230863","52"
"I436","House 1","4","Pixabay","4.5","0.731357450861227","44","4.86206896551724","0.963332590215259","58","3.02127659574468","1.48161723775844","47","3.13461538461538","1.6689652324748","52"
"I437","Injury 1","3","Pixabay","2.04444444444444","1.14724087102998","45","1.92857142857143","0.870885502486727","56","4.55102040816327","1.90461308942477","49","4.51923076923077","1.92496890339421","52"
"I438","Injury 2","3","Pixabay","2.15789473684211","0.750939261482638","57","2.01960784313725","0.787151728154906","51","3.61224489795918","2.12932233479156","49","4.45454545454545","1.89363633939006","55"
"I439","Injury 3","3","Pixabay","2.02272727272727","0.762146185197429","44","1.93103448275862","1.04061501662486","58","4.42553191489362","1.96429742779164","47","5.07692307692308","1.80246186597125","52"
"I440","Injury 4","3","Wikipedia","1.48888888888889","1.07918787272952","45","1.32142857142857","0.811444119112067","56","5.36734693877551","2.35136376697138","49","5.55769230769231","2.09025246189293","52"
"I441","Intensity 1","3","Pixabay","2.90909090909091","0.96009160944156","44","2.74137931034483","1.26436094152011","58","4.06382978723404","1.81064791813352","47","4.30769230769231","1.84219031545903","52"
"I442","Jail 1","4","Pixabay","2.09090909090909","0.96009160944156","44","2.32758620689655","0.980295892217059","58","3.51063829787234","1.71783914347334","47","4","1.80413468476838","52"
"I443","Jail 2","4","Pixabay","2.31034482758621","1.34042277373268","58","1.62790697674419","0.817174452842683","43","3.59183673469388","1.94634665620553","49","3.73584905660377","2.0861350295207","53"
"I444","Jail 3","4","Pixabay","2.68181818181818","1.09486597401558","44","2.39655172413793","1.25571892000145","58","3.57446808510638","1.72884330332091","47","4.23076923076923","1.95654141245273","52"
"I445","Jail 4","4","Pixabay","2.33333333333333","1.13913082989578","57","1.86274509803922","0.872229507483833","51","2.89795918367347","1.62333116819479","49","3.90909090909091","1.80813723742427","55"
"I446","Jail 5","4","Pixabay","3.15555555555556","1.2239198494917","45","3.03571428571429","1.43924583425785","56","3.38775510204082","1.66853636623305","49","3.19230769230769","1.79365397168343","52"
"I447","Keyboard 1","2","Pixabay","4.11363636363636","0.784023881070465","44","4.20689655172414","0.743595359914346","58","2.27659574468085","1.51373605848712","47","2","1.35762191161677","52"
"I448","Keyboard 2","2","Pixabay","4.13793103448276","0.660894552251267","58","4.06976744186047","0.551851810561033","43","2.59183673469388","1.61913515169543","49","2.18867924528302","1.53242647927026","53"
"I449","Keyboard 3","2","Pixabay","4.38636363636364","0.618170936354914","44","4.29310344827586","0.794909697831898","58","2.57446808510638","1.52863509523826","47","2","1.37198868114007","52"
